3,1,0.404509174165699
4,1,0.404509174167553
1,1,0.418279407854675
6,1,0.404509174166945
2,1,0.404509174169111
5,1,0.404509174167586
7,1,0.0830901740196616
3,2,-0.142165722712909
4,2,-0.143534212534495
1,2,0.79554440956015
6,2,-0.143085604149106
2,2,-0.144684379652349
5,2,-0.143558885249768
7,2,-0.514081429392162
3,3,0.681331950734794
4,3,-0.0702884701327635
1,3,-0.00144981535750845
6,3,0.176102272503572
2,3,-0.701998753653775
5,3,-0.0838395512920669
7,3,0.000933364352280697
3,4,0.125723978791082
4,4,0.125726297461241
1,4,-0.438348409444668
6,4,0.125725537371644
2,4,0.125728246221204
5,4,0.125726339264905
7,4,-0.853706879563075
